
state,area,category,number,date
northeast,Rhode Island,Businesses,0,2023-01-11
northeast,Rhode Island,Hotels and Other Lodgings,0,2023-01-11
northeast,Rhode Island,Healthcare,0,2023-01-11
northeast,Rhode Island,Senior Facilities/Communities,0,2023-01-11
northeast,Rhode Island,Disability/AFN Organizations,0,2023-01-11
northeast,Rhode Island,Non-Profit Organizations,0,2023-01-11
northeast,Rhode Island,Neighborhood Groups,0,2023-01-11
northeast,Rhode Island,Preparedness Organizations,0,2023-01-11
northeast,Rhode Island,Faith-based Organizations,0,2023-01-11
northeast,Rhode Island,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,Rhode Island,Volunteer/Service Clubs,0,2023-01-11
northeast,Rhode Island,Youth Organizations,0,2023-01-11
northeast,Rhode Island,Animal Shelter/Service Providers,0,2023-01-11
northeast,Rhode Island,Agriculture/Livestock Sector,0,2023-01-11
northeast,Rhode Island,Volunteer Radio Groups,0,2023-01-11
northeast,Rhode Island,Science/Engineering Organizations,0,2023-01-11
northeast,Rhode Island,Media Organizations,0,2023-01-11
northeast,Rhode Island,Other,0,2023-01-11
northeast,Massachusetts,Individuals/Families,0,2023-01-11
northeast,Massachusetts,Childcare and Pre-Schools,0,2023-01-11
northeast,Massachusetts,K-12 Schools and Districts,0,2023-01-11
northeast,Massachusetts,Colleges and Universities,0,2023-01-11
northeast,Massachusetts,Local Government,0,2023-01-11
northeast,Massachusetts,State Government,0,2023-01-11
northeast,Massachusetts,Federal/National Government (Including Military),0,2023-01-11
northeast,Massachusetts,Tribes/Indigenous Peoples,0,2023-01-11
northeast,Massachusetts,Businesses,0,2023-01-11
northeast,Massachusetts,Hotels and Other Lodgings,0,2023-01-11
northeast,Massachusetts,Healthcare,0,2023-01-11
northeast,Massachusetts,Senior Facilities/Communities,0,2023-01-11
northeast,Massachusetts,Disability/AFN Organizations,0,2023-01-11
northeast,Massachusetts,Non-Profit Organizations,0,2023-01-11
northeast,Massachusetts,Neighborhood Groups,0,2023-01-11
northeast,Massachusetts,Preparedness Organizations,0,2023-01-11
northeast,Massachusetts,Faith-based Organizations,0,2023-01-11
northeast,Massachusetts,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,Massachusetts,Volunteer/Service Clubs,0,2023-01-11
northeast,Massachusetts,Youth Organizations,0,2023-01-11
northeast,Massachusetts,Animal Shelter/Service Providers,0,2023-01-11
northeast,Massachusetts,Agriculture/Livestock Sector,0,2023-01-11
northeast,Massachusetts,Volunteer Radio Groups,0,2023-01-11
northeast,Massachusetts,Science/Engineering Organizations,0,2023-01-11
northeast,Massachusetts,Media Organizations,0,2023-01-11
northeast,Massachusetts,Other,0,2023-01-11
northeast,Vermont,Individuals/Families,0,2023-01-11
northeast,Vermont,Childcare and Pre-Schools,0,2023-01-11
northeast,Vermont,K-12 Schools and Districts,0,2023-01-11
northeast,Vermont,Colleges and Universities,0,2023-01-11
northeast,Vermont,Local Government,0,2023-01-11
northeast,Vermont,State Government,0,2023-01-11
northeast,Vermont,Federal/National Government (Including Military),0,2023-01-11
northeast,Vermont,Tribes/Indigenous Peoples,0,2023-01-11
northeast,Vermont,Businesses,0,2023-01-11
northeast,Vermont,Hotels and Other Lodgings,0,2023-01-11
northeast,Vermont,Healthcare,0,2023-01-11
northeast,Vermont,Senior Facilities/Communities,0,2023-01-11
northeast,Vermont,Disability/AFN Organizations,0,2023-01-11
northeast,Vermont,Non-Profit Organizations,0,2023-01-11
northeast,Vermont,Neighborhood Groups,0,2023-01-11
northeast,Vermont,Preparedness Organizations,0,2023-01-11
northeast,Vermont,Faith-based Organizations,0,2023-01-11
northeast,Vermont,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,Vermont,Volunteer/Service Clubs,0,2023-01-11
northeast,Vermont,Youth Organizations,0,2023-01-11
northeast,Vermont,Animal Shelter/Service Providers,0,2023-01-11
northeast,Vermont,Agriculture/Livestock Sector,0,2023-01-11
northeast,Vermont,Volunteer Radio Groups,0,2023-01-11
northeast,Vermont,Science/Engineering Organizations,0,2023-01-11
northeast,Vermont,Media Organizations,0,2023-01-11
northeast,Vermont,Other,0,2023-01-11
northeast,New Hampshire,Individuals/Families,0,2023-01-11
northeast,New Hampshire,Childcare and Pre-Schools,0,2023-01-11
northeast,New Hampshire,K-12 Schools and Districts,0,2023-01-11
northeast,New Hampshire,Colleges and Universities,0,2023-01-11
northeast,New Hampshire,Local Government,0,2023-01-11
northeast,New Hampshire,State Government,0,2023-01-11
northeast,New Hampshire,Federal/National Government (Including Military),0,2023-01-11
northeast,New Hampshire,Tribes/Indigenous Peoples,0,2023-01-11
northeast,New Hampshire,Businesses,0,2023-01-11
northeast,New Hampshire,Hotels and Other Lodgings,0,2023-01-11
northeast,New Hampshire,Healthcare,0,2023-01-11
northeast,New Hampshire,Senior Facilities/Communities,0,2023-01-11
northeast,New Hampshire,Disability/AFN Organizations,0,2023-01-11
northeast,New Hampshire,Non-Profit Organizations,0,2023-01-11
northeast,New Hampshire,Neighborhood Groups,0,2023-01-11
northeast,New Hampshire,Preparedness Organizations,0,2023-01-11
northeast,New Hampshire,Faith-based Organizations,0,2023-01-11
northeast,New Hampshire,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,New Hampshire,Volunteer/Service Clubs,0,2023-01-11
northeast,New Hampshire,Youth Organizations,0,2023-01-11
northeast,New Hampshire,Animal Shelter/Service Providers,0,2023-01-11
northeast,New Hampshire,Agriculture/Livestock Sector,0,2023-01-11
northeast,New Hampshire,Volunteer Radio Groups,0,2023-01-11
northeast,New Hampshire,Science/Engineering Organizations,0,2023-01-11
northeast,New Hampshire,Media Organizations,0,2023-01-11
northeast,New Hampshire,Other,0,2023-01-11
northeast,Maine,Individuals/Families,0,2023-01-11
northeast,Maine,Childcare and Pre-Schools,0,2023-01-11
northeast,Maine,K-12 Schools and Districts,0,2023-01-11
northeast,Maine,Colleges and Universities,0,2023-01-11
northeast,Maine,Local Government,0,2023-01-11
northeast,Maine,State Government,0,2023-01-11
northeast,Maine,Federal/National Government (Including Military),0,2023-01-11
northeast,Maine,Tribes/Indigenous Peoples,0,2023-01-11
northeast,Maine,Businesses,0,2023-01-11
northeast,Maine,Hotels and Other Lodgings,0,2023-01-11
northeast,Maine,Healthcare,0,2023-01-11
northeast,Maine,Senior Facilities/Communities,0,2023-01-11
northeast,Maine,Disability/AFN Organizations,0,2023-01-11
northeast,Maine,Non-Profit Organizations,0,2023-01-11
northeast,Maine,Neighborhood Groups,0,2023-01-11
northeast,Maine,Preparedness Organizations,0,2023-01-11
northeast,Maine,Faith-based Organizations,0,2023-01-11
northeast,Maine,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,Maine,Volunteer/Service Clubs,0,2023-01-11
northeast,Maine,Youth Organizations,0,2023-01-11
northeast,Maine,Animal Shelter/Service Providers,0,2023-01-11
northeast,Maine,Agriculture/Livestock Sector,0,2023-01-11
northeast,Maine,Volunteer Radio Groups,0,2023-01-11
northeast,Maine,Science/Engineering Organizations,0,2023-01-11
northeast,Maine,Media Organizations,0,2023-01-11
northeast,Maine,Other,0,2023-01-11
northeast,Other Areas,Individuals/Families,0,2023-01-11
northeast,Other Areas,Childcare and Pre-Schools,0,2023-01-11
northeast,Other Areas,K-12 Schools and Districts,0,2023-01-11
northeast,Other Areas,Colleges and Universities,0,2023-01-11
northeast,Other Areas,Local Government,0,2023-01-11
northeast,Other Areas,State Government,0,2023-01-11
northeast,Other Areas,Federal/National Government (Including Military),0,2023-01-11
northeast,Other Areas,Tribes/Indigenous Peoples,0,2023-01-11
northeast,Other Areas,Businesses,0,2023-01-11
northeast,Other Areas,Hotels and Other Lodgings,0,2023-01-11
northeast,Other Areas,Healthcare,0,2023-01-11
northeast,Other Areas,Senior Facilities/Communities,0,2023-01-11
northeast,Other Areas,Disability/AFN Organizations,0,2023-01-11
northeast,Other Areas,Non-Profit Organizations,0,2023-01-11
northeast,Other Areas,Neighborhood Groups,0,2023-01-11
northeast,Other Areas,Preparedness Organizations,0,2023-01-11
northeast,Other Areas,Faith-based Organizations,0,2023-01-11
northeast,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,Other Areas,Volunteer/Service Clubs,0,2023-01-11
northeast,Other Areas,Youth Organizations,0,2023-01-11
northeast,Other Areas,Animal Shelter/Service Providers,0,2023-01-11
northeast,Other Areas,Agriculture/Livestock Sector,0,2023-01-11
northeast,Other Areas,Volunteer Radio Groups,0,2023-01-11
northeast,Other Areas,Science/Engineering Organizations,0,2023-01-11
northeast,Other Areas,Media Organizations,0,2023-01-11
northeast,Other Areas,Other,0,2023-01-11
northeast,Multiple States,Individuals/Families,0,2023-01-11
northeast,Multiple States,Childcare and Pre-Schools,0,2023-01-11
northeast,Multiple States,K-12 Schools and Districts,0,2023-01-11
northeast,Multiple States,Colleges and Universities,0,2023-01-11
northeast,Multiple States,Local Government,0,2023-01-11
northeast,Multiple States,State Government,0,2023-01-11
northeast,Multiple States,Federal/National Government (Including Military),0,2023-01-11
northeast,Multiple States,Tribes/Indigenous Peoples,0,2023-01-11
northeast,Multiple States,Businesses,0,2023-01-11
northeast,Multiple States,Hotels and Other Lodgings,0,2023-01-11
northeast,Multiple States,Healthcare,0,2023-01-11
northeast,Multiple States,Senior Facilities/Communities,0,2023-01-11
northeast,Multiple States,Disability/AFN Organizations,0,2023-01-11
northeast,Multiple States,Non-Profit Organizations,0,2023-01-11
northeast,Multiple States,Neighborhood Groups,0,2023-01-11
northeast,Multiple States,Preparedness Organizations,0,2023-01-11
northeast,Multiple States,Faith-based Organizations,0,2023-01-11
northeast,Multiple States,"Museums, Libraries, Parks, etc.",0,2023-01-11
northeast,Multiple States,Volunteer/Service Clubs,0,2023-01-11
northeast,Multiple States,Youth Organizations,0,2023-01-11
northeast,Multiple States,Animal Shelter/Service Providers,0,2023-01-11
northeast,Multiple States,Agriculture/Livestock Sector,0,2023-01-11
northeast,Multiple States,Volunteer Radio Groups,0,2023-01-11
northeast,Multiple States,Science/Engineering Organizations,0,2023-01-11
northeast,Multiple States,Media Organizations,0,2023-01-11
northeast,Multiple States,Other,0,2023-01-11
oregon,Coastal,Individuals/Families,0,2023-01-11
oregon,Coastal,Childcare and Pre-Schools,0,2023-01-11
oregon,Coastal,K-12 Schools and Districts,0,2023-01-11
oregon,Coastal,Colleges and Universities,0,2023-01-11
oregon,Coastal,Local Government,0,2023-01-11
oregon,Coastal,State Government,0,2023-01-11
oregon,Coastal,Federal/National Government (Including Military),0,2023-01-11
oregon,Coastal,Tribes/Indigenous Peoples,0,2023-01-11
oregon,Coastal,Businesses,0,2023-01-11
oregon,Coastal,Hotels and Other Lodgings,0,2023-01-11
oregon,Coastal,Healthcare,0,2023-01-11
oregon,Coastal,Senior Facilities/Communities,0,2023-01-11
oregon,Coastal,Disability/AFN Organizations,0,2023-01-11
oregon,Coastal,Non-Profit Organizations,0,2023-01-11
oregon,Coastal,Neighborhood Groups,0,2023-01-11
oregon,Coastal,Preparedness Organizations,0,2023-01-11
oregon,Coastal,Faith-based Organizations,0,2023-01-11
oregon,Coastal,"Museums, Libraries, Parks, etc.",0,2023-01-11
oregon,Coastal,Volunteer/Service Clubs,0,2023-01-11
oregon,Coastal,Youth Organizations,0,2023-01-11
oregon,Coastal,Animal Shelter/Service Providers,0,2023-01-11
oregon,Coastal,Agriculture/Livestock Sector,0,2023-01-11
oregon,Coastal,Volunteer Radio Groups,0,2023-01-11
oregon,Coastal,Science/Engineering Organizations,0,2023-01-11
oregon,Coastal,Media Organizations,0,2023-01-11
oregon,Coastal,Other,0,2023-01-11
oregon,Willamette Valley,Individuals/Families,2,2023-01-11
oregon,Willamette Valley,Childcare and Pre-Schools,0,2023-01-11
oregon,Willamette Valley,K-12 Schools and Districts,0,2023-01-11
oregon,Willamette Valley,Colleges and Universities,0,2023-01-11
oregon,Willamette Valley,Local Government,0,2023-01-11
oregon,Willamette Valley,State Government,0,2023-01-11
oregon,Willamette Valley,Federal/National Government (Including Military),0,2023-01-11
oregon,Willamette Valley,Tribes/Indigenous Peoples,0,2023-01-11
oregon,Willamette Valley,Businesses,0,2023-01-11
oregon,Willamette Valley,Hotels and Other Lodgings,0,2023-01-11
oregon,Willamette Valley,Healthcare,0,2023-01-11
oregon,Willamette Valley,Senior Facilities/Communities,0,2023-01-11
oregon,Willamette Valley,Disability/AFN Organizations,0,2023-01-11
oregon,Willamette Valley,Non-Profit Organizations,0,2023-01-11
oregon,Willamette Valley,Neighborhood Groups,0,2023-01-11
oregon,Willamette Valley,Preparedness Organizations,0,2023-01-11
oregon,Willamette Valley,Faith-based Organizations,0,2023-01-11
oregon,Willamette Valley,"Museums, Libraries, Parks, etc.",0,2023-01-11
oregon,Willamette Valley,Volunteer/Service Clubs,0,2023-01-11
oregon,Willamette Valley,Youth Organizations,0,2023-01-11
oregon,Willamette Valley,Animal Shelter/Service Providers,0,2023-01-11
oregon,Willamette Valley,Agriculture/Livestock Sector,0,2023-01-11
oregon,Willamette Valley,Volunteer Radio Groups,0,2023-01-11
oregon,Willamette Valley,Science/Engineering Organizations,0,2023-01-11
oregon,Willamette Valley,Media Organizations,0,2023-01-11
oregon,Willamette Valley,Other,0,2023-01-11
oregon,Eastern,Individuals/Families,0,2023-01-11
oregon,Eastern,Childcare and Pre-Schools,0,2023-01-11
oregon,Eastern,K-12 Schools and Districts,0,2023-01-11
oregon,Eastern,Colleges and Universities,0,2023-01-11
oregon,Eastern,Local Government,0,2023-01-11
oregon,Eastern,State Government,0,2023-01-11
oregon,Eastern,Federal/National Government (Including Military),0,2023-01-11
oregon,Eastern,Tribes/Indigenous Peoples,0,2023-01-11
oregon,Eastern,Businesses,0,2023-01-11
oregon,Eastern,Hotels and Other Lodgings,0,2023-01-11
oregon,Eastern,Healthcare,0,2023-01-11
oregon,Eastern,Senior Facilities/Communities,0,2023-01-11
oregon,Eastern,Disability/AFN Organizations,0,2023-01-11
oregon,Eastern,Non-Profit Organizations,0,2023-01-11
oregon,Eastern,Neighborhood Groups,0,2023-01-11
oregon,Eastern,Preparedness Organizations,0,2023-01-11
oregon,Eastern,Faith-based Organizations,0,2023-01-11
oregon,Eastern,"Museums, Libraries, Parks, etc.",0,2023-01-11
oregon,Eastern,Volunteer/Service Clubs,0,2023-01-11
oregon,Eastern,Youth Organizations,0,2023-01-11
oregon,Eastern,Animal Shelter/Service Providers,0,2023-01-11
oregon,Eastern,Agriculture/Livestock Sector,0,2023-01-11
oregon,Eastern,Volunteer Radio Groups,0,2023-01-11
oregon,Eastern,Science/Engineering Organizations,0,2023-01-11
oregon,Eastern,Media Organizations,0,2023-01-11
oregon,Eastern,Other,0,2023-01-11
oregon,South Central,Individuals/Families,3,2023-01-11
oregon,South Central,Childcare and Pre-Schools,0,2023-01-11
oregon,South Central,K-12 Schools and Districts,0,2023-01-11
oregon,South Central,Colleges and Universities,0,2023-01-11
oregon,South Central,Local Government,0,2023-01-11
oregon,South Central,State Government,0,2023-01-11
oregon,South Central,Federal/National Government (Including Military),0,2023-01-11
oregon,South Central,Tribes/Indigenous Peoples,0,2023-01-11
oregon,South Central,Businesses,0,2023-01-11
oregon,South Central,Hotels and Other Lodgings,0,2023-01-11
oregon,South Central,Healthcare,0,2023-01-11
oregon,South Central,Senior Facilities/Communities,330,2023-01-11
oregon,South Central,Disability/AFN Organizations,0,2023-01-11
oregon,South Central,Non-Profit Organizations,0,2023-01-11
oregon,South Central,Neighborhood Groups,0,2023-01-11
oregon,South Central,Preparedness Organizations,0,2023-01-11
oregon,South Central,Faith-based Organizations,0,2023-01-11
oregon,South Central,"Museums, Libraries, Parks, etc.",0,2023-01-11
oregon,South Central,Volunteer/Service Clubs,0,2023-01-11
oregon,South Central,Youth Organizations,0,2023-01-11
oregon,South Central,Animal Shelter/Service Providers,0,2023-01-11
oregon,South Central,Agriculture/Livestock Sector,0,2023-01-11
oregon,South Central,Volunteer Radio Groups,0,2023-01-11
oregon,South Central,Science/Engineering Organizations,0,2023-01-11
oregon,South Central,Media Organizations,0,2023-01-11
oregon,South Central,Other,0,2023-01-11
oregon,Other Areas,Individuals/Families,0,2023-01-11
oregon,Other Areas,Childcare and Pre-Schools,0,2023-01-11
